sample_id	cohort	composite_score	pc1_score
MB-3058	METABRIC	-1.55882406376136	-4.04308779934399
MB-3057	METABRIC	0.984270937552364	2.50232639100359
MB-3123	METABRIC	0.276190602304274	0.75718815186616
MB-2827	METABRIC	0.00679198840776836	0.052301165169555
MB-3502	METABRIC	-0.170131165283899	-0.443023888792657
MB-0062	METABRIC	1.41279715535168	3.69776450401408
MB-4707	METABRIC	1.35957338808502	3.68342043891135
MB-3363	METABRIC	0.59058379441221	1.69776517552006
MB-3297	METABRIC	0.820548081555372	2.16518890201546
MB-7114	METABRIC	1.26429683369831	3.26399936898635
MB-7208	METABRIC	-0.614578471316653	-1.78898643621092
MB-7073	METABRIC	-0.835958714536299	-2.12345794001359
MB-7111	METABRIC	-0.671975339979393	-1.75055154850153
MB-7014	METABRIC	-1.48845117960433	-3.92129890850822
MB-3500	METABRIC	1.34664714319414	3.45595652976885
MB-3396	METABRIC	-1.61734166299696	-4.28635487436271
MB-7145	METABRIC	0.761941006004219	2.0471372593457
MB-7155	METABRIC	1.4468222820376	3.7386849899281
MB-3218	METABRIC	0.373056748684705	1.00697823998776
MB-7270	METABRIC	-0.272663634922472	-0.599103008286524
MB-7269	METABRIC	0.126171558216199	0.300095447485065
MB-7007	METABRIC	0.390267430131558	0.949591527901603
MB-7009	METABRIC	0.231691833170538	0.666394690483948
MB-3153	METABRIC	-0.637095705382618	-1.80081787662843
MB-3211	METABRIC	0.298868852476242	0.750013662500371
MB-7055	METABRIC	0.0613897344587776	0.294901518697231
MB-2771	METABRIC	-0.0198401276103108	0.113935248043217
MB-7198	METABRIC	-1.06095626598048	-2.7689652588107
MB-7258	METABRIC	0.189827756665904	0.429437156896927
MB-2846	METABRIC	-1.6523873183588	-4.37023106105625
MB-7154	METABRIC	0.132676040454308	0.333909681239959
MB-7151	METABRIC	1.07808687183023	2.87892296001095
MB-7165	METABRIC	1.67130249051521	4.32840585642491
MB-7267	METABRIC	1.0997847962182	2.86529685800964
MB-7122	METABRIC	-1.26736570321839	-3.33487396243885
MB-7084	METABRIC	0.965264192370102	2.62517064056734
MB-7090	METABRIC	-0.693961761508139	-1.79497816673886
MB-7087	METABRIC	0.67675295863216	1.8045442430516
MB-7036	METABRIC	0.768171165491512	1.97359282143097
MB-5559	METABRIC	-1.46243274844127	-3.76307518551125
MB-4769	METABRIC	0.426304613692569	1.24552324486736
MB-5558	METABRIC	-1.58063698017008	-3.99108469655299
MB-4793	METABRIC	0.358790077014973	0.82509567069122
MB-5513	METABRIC	-0.492859458719328	-1.22025423824697
MB-5530	METABRIC	-1.62967147940254	-4.19110570436955
MB-4679	METABRIC	0.765462619210184	1.88570776715774
MB-4663	METABRIC	0.0661508710713746	0.190933541874508
MB-4660	METABRIC	0.613453813284651	1.68376477574194
MB-2718	METABRIC	1.00618086902908	2.56773338838938
MB-2645	METABRIC	0.047125270273627	0.363456838524165
MB-6248	METABRIC	0.0975912721107975	0.243194046070054
MB-6337	METABRIC	-1.33832202680822	-3.49300049773018
MB-6223	METABRIC	-0.440383663971924	-1.22582299637599
MB-6280	METABRIC	0.826965666233759	2.08793535510793
MB-6098	METABRIC	0.764676623325713	1.9768083884514
MB-6157	METABRIC	-1.41567954272631	-3.73807481264085
MB-6169	METABRIC	-1.44743173029643	-3.84423670921317
MB-4601	METABRIC	-1.52862877588087	-4.07430962046411
MB-4974	METABRIC	0.113039056624124	0.335850116468756
MB-4714	METABRIC	0.0323984617290399	-0.0607769007078897
MB-4881	METABRIC	0.655722577286045	1.61571143932545
MB-4896	METABRIC	-1.39829984900593	-3.61399671411143
MB-4407	METABRIC	-0.160679219656344	-0.381510927234998
MB-4254	METABRIC	0.602890691740338	1.5939109029131
MB-4621	METABRIC	0.798595536017287	1.96904892815107
MB-5470	METABRIC	-1.70482246501734	-4.43891754989382
MB-4792	METABRIC	0.0484673590169397	0.200293226949465
MB-4426	METABRIC	-1.60242448272274	-4.35288112898048
MB-6152	METABRIC	-0.527468973154498	-1.45589192926654
MB-5295	METABRIC	-0.10852388253977	-0.274481104117829
MB-6068	METABRIC	-1.06512758461193	-2.80314791875488
MB-6058	METABRIC	-0.0306626007362739	-0.102684824199257
MB-5335	METABRIC	0.67178464591891	1.72233984440905
MB-5135	METABRIC	1.1269318177286	3.11799020434759
MB-4880	METABRIC	-0.0146523014716918	0.0111447181342524
MB-5054	METABRIC	-1.36480456905162	-3.62628993352567
MB-5057	METABRIC	0.563023742391952	1.51715619926761
MB-5102	METABRIC	0.340436947456471	0.919740405505568
MB-5420	METABRIC	-1.50204153353367	-3.90471279553984
MB-5458	METABRIC	-0.771980245502527	-1.9528534510854
MB-6245	METABRIC	0.0497602246425567	0.225358494238424
MB-4303	METABRIC	-1.26218571236451	-3.37895829554539
MB-6336	METABRIC	0.17979705361553	0.400002485701757
MB-4235	METABRIC	-0.786067310425752	-2.10520683068839
MB-5426	METABRIC	-0.491385407319214	-1.27828395204603
MB-5208	METABRIC	-0.364214073543022	-0.930981142875746
MB-5298	METABRIC	0.960041055418638	2.43660271571242
MB-5346	METABRIC	1.45457016338218	3.75298627781079
MB-6178	METABRIC	-0.402009259270612	-1.04945005244722
MB-4417	METABRIC	0.660177246800922	1.70293803538882
MB-4332	METABRIC	0.937273220986561	2.33365095115479
MB-7205	METABRIC	-0.057564999780187	-0.207594683313273
MB-7159	METABRIC	1.07870967216268	2.88801633439763
MB-5199	METABRIC	-1.95712717666514	-5.19795506283799
MB-5225	METABRIC	0.610787281420569	1.56555616105832
MB-4024	METABRIC	-0.315835392391145	-0.683571275344189
MB-6242	METABRIC	0.773277834693817	1.99049043544989
MB-6237	METABRIC	-0.0665559176183891	-0.0221534293084689
MB-5173	METABRIC	0.0988599803761721	0.354083333415843
MB-5235	METABRIC	-0.984769828246675	-2.59004873396474
MB-7049	METABRIC	-0.164312156930764	-0.171396204339403
MB-7031	METABRIC	1.81797420962572	4.72361245804482
MB-7038	METABRIC	-0.487511481332543	-1.22591314011256
MB-0159	METABRIC	-1.92611959380005	-5.0411878810574
MB-0191	METABRIC	0.849305105837999	2.26098172009209
MB-0639	METABRIC	0.0310196413033105	0.143627257696527
MB-6363	METABRIC	-1.95770770588114	-5.09800281001863
MB-6251	METABRIC	0.379747606691755	1.03088743814605
MB-5190	METABRIC	-1.83342608379446	-4.88547795165091
MB-0100	METABRIC	-0.110773333013635	-0.146403510530799
MB-5655	METABRIC	1.20043727942116	3.15323287400422
MB-0200	METABRIC	1.86003337171177	4.90146870975411
MB-0278	METABRIC	0.934740863862166	2.44825551738626
MB-0109	METABRIC	-0.238527778732435	-0.612367312824781
MB-5624	METABRIC	0.0542105122625435	0.114054602818295
MB-5566	METABRIC	-0.0385616396599892	-0.178241282022133
MB-0259	METABRIC	0.985668236488437	2.63953773982372
MB-0396	METABRIC	1.4744818929636	3.89384147863165
MB-0874	METABRIC	1.43495954029449	3.77085549725088
MB-0582	METABRIC	0.532482655970822	1.48531492119383
MB-0901	METABRIC	1.34296369694907	3.5578513925318
MB-0464	METABRIC	-0.764565395748912	-1.96361167680722
MB-0163	METABRIC	-0.229746710349094	-0.449554857571751
MB-0149	METABRIC	0.90357197238724	2.46041964466726
MB-0350	METABRIC	0.310105739473682	0.847125896670938
MB-0340	METABRIC	0.795982974354435	1.87142892635509
MB-0488	METABRIC	-1.71320994989932	-4.37627409448566
MB-0299	METABRIC	0.0628491466385708	0.0213151071511379
MB-0543	METABRIC	0.39834351921227	1.0966754778559
MB-0539	METABRIC	-1.3325631256824	-3.48497629736669
MB-0509	METABRIC	-1.40722690546566	-3.70329848575595
MB-7225	METABRIC	-0.225958588862319	-0.636752684636935
MB-7030	METABRIC	-1.51049386553447	-3.84790105126164
MB-7119	METABRIC	0.059599033928275	0.0896333463596009
MB-7012	METABRIC	0.522251402563897	1.365894445718
MB-7039	METABRIC	-2.29568193577848	-6.03246750030672
MB-5460	METABRIC	-0.899184773722812	-2.24141153051517
MB-5547	METABRIC	1.12781489233514	3.03881954474138
MB-6122	METABRIC	-1.26175639233464	-3.26992120521784
MB-5465	METABRIC	-0.116300481720534	-0.186234209892972
