regulator	NES_TCGA	NES_MTBRC	pval_TCGA	pval_MTBRC	NES_meta	pval_meta	FDR_meta
TERF2	-0.657018210177755	0.0575173461573102	0.511169207450551	0.954133088746739	-0.423911126276051	0.671630629518013	0.995401249173013
TCF3	0.755012385767308	-1.36120477503734	0.450241550632424	0.173448985598698	-0.428642749156516	0.668183230228806	0.995401249173013
CXXC1	0.419017485076992	-1.0289874139936	0.675203353747137	0.303485589206193	-0.431313873056811	0.666240164397087	0.995401249173013
ZNF318	-0.680263464625239	0.0560343918104863	0.496337653788194	0.955314409487879	-0.441396610401103	0.658925895694139	0.995401249173013
KDM2B	0.126007399197145	-0.754759942798174	0.899726067551134	0.450393032729081	-0.444595187268578	0.656612326116574	0.995401249173013
HINFP	-0.438212305320621	-0.219195462341519	0.661232389194705	0.826497790067701	-0.464857490518609	0.642033514240312	0.995401249173013
REXO4	0.840230170726571	-1.52849433763937	0.400779345119832	0.126389848340479	-0.486676259671752	0.626487771668401	0.995401249173013
ZNF644	-1.08781371968148	0.379350093927232	0.276677351547953	0.7044279050144	-0.500959433994837	0.61639967268433	0.995401249173013
CLOCK	-0.433270621929096	-0.3264830981955	0.664818178261501	0.74405887504011	-0.537227007531808	0.591110817930269	0.995401249173013
GABPA	-1.62446373954899	0.690229332379441	0.104276873145236	0.490049980039663	-0.660603484527385	0.5088666337993	0.950385024576922
MBD1	-0.0213290034496881	-0.914064304822541	0.982983207691275	0.360683057356542	-0.661422951355812	0.508341111137316	0.950385024576922
THYN1	-0.73278510050548	-0.220876496747292	0.463689510119554	0.82518859834551	-0.674340582374629	0.500094808847142	0.950385024576922
ZNF706	0.117927251515503	-1.07945352221479	0.906125300318177	0.280385602373498	-0.679901746300475	0.496566675834237	0.950385024576922
AKAP8	-0.16951409902764	-0.868529761479514	0.865392283421054	0.385104386973971	-0.734007852933671	0.462943951987975	0.950385024576922
PRDM4	-0.200315875633948	-0.919051078691243	0.841233547211463	0.358068855948788	-0.791511964039475	0.42864529737486	0.950385024576922
ZC3H8	-0.463865452991809	-0.695403885960881	0.642744145563814	0.486802225939986	-0.819727210795093	0.412371634246957	0.950385024576922
DMTF1	-0.586321833769498	-0.597522744911413	0.557659261305157	0.550158426062298	-0.837104529456203	0.402533814621908	0.950385024576922
MTF1	-0.823312995676875	-0.490582971984569	0.410330025255652	0.623721432373178	-0.929064748507068	0.352855531907288	0.950385024576922
ZBTB5	-0.462446801752925	-0.990434084423921	0.643760943458936	0.321961992522219	-1.02734192687197	0.30425948644701	0.91086800727955
NFKB1	-1.81464158529445	0.229433152344441	0.0695790074146176	0.818532271442381	-1.12091163253305	0.262325478865114	0.878723673541009
NCOA3	-0.412801625083799	-1.18578032193552	0.679751960719434	0.235709064587141	-1.13036813501975	0.258321135284252	0.878723673541009
NFAT5	-1.44812825351568	-0.165781720260483	0.1475811852048	0.868328732167864	-1.14120668668173	0.253783922396701	0.878723673541009
FOXJ2	-0.657864624639319	-1.12016872254901	0.510625123710639	0.26264186973962	-1.25725943697268	0.208659706986556	0.82237874539101
MYC	-0.802232721898216	-0.99489433062751	0.422418351506245	0.319787660528823	-1.27076072549473	0.203813784769406	0.82237874539101
MSANTD3	-1.26154810142275	-0.537426297235938	0.207111441076323	0.590973182518381	-1.27206699647255	0.203349316212605	0.82237874539101
ZNF358	0.0385012373651553	-1.87708105636999	0.969288044942184	0.060506985337014	-1.30007225777105	0.193576204909398	0.82237874539101
TSC22D1	-2.01432122603718	0.0379533228201272	0.0439758188480639	0.969724898183932	-1.39750314648422	0.162262321130206	0.762632909311969
YBX1	-0.901210508610998	-1.08400308346574	0.367476404663485	0.278363431683498	-1.40375799306116	0.160390926706307	0.762632909311969
TBPL1	-1.44932683793827	-0.546947168316664	0.147246329584797	0.584415028925794	-1.4115788869293	0.158073992651003	0.762632909311969
KLF10	-2.08509058224803	-0.277107640650046	0.0370610789733911	0.781697455089186	-1.67032638191804	0.0948548062326254	0.607896505740683
SPEN	-1.18514501951756	-1.21398809033869	0.235960113782305	0.224752272065839	-1.69644329094852	0.0898019611463741	0.60295602483994
SCMH1	-0.794536620632655	-1.63250610345274	0.426883098651668	0.102572913769788	-1.71617836843025	0.086129401105424	0.60295602483994
TCF20	-1.01052838187882	-1.4398556355722	0.312242208672536	0.149908246888058	-1.73268315525075	0.0831520001076945	0.60295602483994
MECP2	-1.09034822984139	-1.39277200245853	0.275559777396648	0.163688747313109	-1.75583115476079	0.079117243028736	0.60295602483994
ZNF22	-1.37726087031909	-1.17889026565159	0.168431608392213	0.238441874398674	-1.80747180198257	0.0706887474545104	0.60295602483994
ZNF581	-0.187305880349619	-2.41091887474966	0.851420812729121	0.0159123874270868	-1.83722234337745	0.0661770785123508	0.60295602483994
HIVEP1	-1.34957797811992	-1.3339455132185	0.177151391987085	0.18222171405809	-1.8975376581988	0.0577570135019297	0.60295602483994
YBX3	-1.77907479446627	-3.08968214173967	0.0752275004463137	0.00200370805739406	-3.44273104554026	0.000575871717572114	0.0811979121776681
